"","PID","Stage","OwnPhone","Phone.OS","Usage.Hours","Usage.Minutes","Cat1.Name","Cat1.Hours","Cat1.Minutes","Cat2.Name","Cat2.Hours","Cat2.Minutes","Cat3.Name","Cat3.Hours","Cat3.Minutes","Cat4.Name","Cat4.Hours","Cat4.Minutes","Cat5.Name","Cat5.Hours","Cat5.Minutes","AvgPickups","AvgNotifs","Usage.DailyHourlyAverage","Cat1.DailyHourlyAverage","Cat2.DailyHourlyAverage","Cat3.DailyHourlyAverage","Cat4.DailyHourlyAverage","Cat5.DailyHourlyAverage"
"12","A-016","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,55,"Social",23,26,"Swipe Brick Breaker",11,10,"Hulu",10,52,"Google Maps",4,16,"Safari",2,41,108,78,8.91666666666667,3.34761904761905,1.5952380952381,1.55238095238095,0.60952380952381,0.383333333333333
"13","A-016","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,55,"Social",23,26,"Swipe Brick Breaker",11,10,"Hulu",10,52,"Google Maps",4,16,"Safari",2,41,108,78,8.91666666666667,3.34761904761905,1.5952380952381,1.55238095238095,0.60952380952381,0.383333333333333
"14","A-016","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,55,"Social",23,26,"Swipe Brick Breaker",11,10,"Hulu",10,52,"Google Maps",4,16,"Safari",2,41,108,78,8.91666666666667,3.34761904761905,1.5952380952381,1.55238095238095,0.60952380952381,0.383333333333333
"15","A-016","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,55,"Social",23,26,"Swipe Brick Breaker",11,10,"Hulu",10,52,"Google Maps",4,16,"Safari",2,41,108,78,8.91666666666667,3.34761904761905,1.5952380952381,1.55238095238095,0.60952380952381,0.383333333333333
"16","A-011","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,46,"Social",15,33,"Entertainment",3,52,"Productivity & Finance",0,48,"Utilities",0,29,"Information & Reading",0,29,117,211,4.76666666666667,2.22142857142857,0.552380952380952,0.114285714285714,0.069047619047619,0.069047619047619
"17","A-011","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,46,"Social",15,33,"Entertainment",3,52,"Productivity & Finance",0,48,"Utilities",0,29,"Information & Reading",0,29,117,211,4.76666666666667,2.22142857142857,0.552380952380952,0.114285714285714,0.069047619047619,0.069047619047619
"18","A-011","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,46,"Social",15,33,"Entertainment",3,52,"Productivity & Finance",0,48,"Utilities",0,29,"Information & Reading",0,29,117,211,4.76666666666667,2.22142857142857,0.552380952380952,0.114285714285714,0.069047619047619,0.069047619047619
"19","A-011","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,46,"Social",15,33,"Entertainment",3,52,"Productivity & Finance",0,48,"Utilities",0,29,"Information & Reading",0,29,117,211,4.76666666666667,2.22142857142857,0.552380952380952,0.114285714285714,0.069047619047619,0.069047619047619
"20","A-011","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,46,"Social",15,33,"Entertainment",3,52,"Productivity & Finance",0,48,"Utilities",0,29,"Information & Reading",0,29,117,211,4.76666666666667,2.22142857142857,0.552380952380952,0.114285714285714,0.069047619047619,0.069047619047619
"21","A-011","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,46,"Social",15,33,"Entertainment",3,52,"Productivity & Finance",0,48,"Utilities",0,29,"Information & Reading",0,29,117,211,4.76666666666667,2.22142857142857,0.552380952380952,0.114285714285714,0.069047619047619,0.069047619047619
"22","A-018","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",14,26,"Social",60,21,"Entertainment",23,13,"Other",2,37,"Information & Reading",1,44,"Creativity",1,13,159,357,14.4333333333333,8.62142857142857,3.31666666666667,0.373809523809524,0.247619047619048,0.173809523809524
"23","A-018","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",14,26,"Social",60,21,"Entertainment",23,13,"Other",2,37,"Information & Reading",1,44,"Creativity",1,13,159,357,14.4333333333333,8.62142857142857,3.31666666666667,0.373809523809524,0.247619047619048,0.173809523809524
"24","A-018","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",14,26,"Social",60,21,"Entertainment",23,13,"Other",2,37,"Information & Reading",1,44,"Creativity",1,13,159,357,14.4333333333333,8.62142857142857,3.31666666666667,0.373809523809524,0.247619047619048,0.173809523809524
"25","A-018","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",14,26,"Social",60,21,"Entertainment",23,13,"Other",2,37,"Information & Reading",1,44,"Creativity",1,13,159,357,14.4333333333333,8.62142857142857,3.31666666666667,0.373809523809524,0.247619047619048,0.173809523809524
"26","A-014","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,15,"Social",6,15,"Spotify",6,9,"Snapchat",5,8,"Netflix",1,14,"Social",1,2,9,9,4.25,0.892857142857143,0.878571428571429,0.733333333333333,0.176190476190476,0.147619047619048
"27","A-014","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,15,"Social",6,15,"Spotify",6,9,"Snapchat",5,8,"Netflix",1,14,"Social",1,2,9,9,4.25,0.892857142857143,0.878571428571429,0.733333333333333,0.176190476190476,0.147619047619048
"28","A-014","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,15,"Social",6,15,"Spotify",6,9,"Snapchat",5,8,"Netflix",1,14,"Social",1,2,9,9,4.25,0.892857142857143,0.878571428571429,0.733333333333333,0.176190476190476,0.147619047619048
"29","A-014","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,15,"Social",6,15,"Spotify",6,9,"Snapchat",5,8,"Netflix",1,14,"Social",1,2,9,9,4.25,0.892857142857143,0.878571428571429,0.733333333333333,0.176190476190476,0.147619047619048
"30","A-014","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,15,"Social",6,15,"Spotify",6,9,"Snapchat",5,8,"Netflix",1,14,"Social",1,2,9,9,4.25,0.892857142857143,0.878571428571429,0.733333333333333,0.176190476190476,0.147619047619048
"31","A-014","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,15,"Social",6,15,"Spotify",6,9,"Snapchat",5,8,"Netflix",1,14,"Social",1,2,9,9,4.25,0.892857142857143,0.878571428571429,0.733333333333333,0.176190476190476,0.147619047619048
"32","A-014","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,15,"Social",6,15,"Spotify",6,9,"Snapchat",5,8,"Netflix",1,14,"Social",1,2,9,9,4.25,0.892857142857143,0.878571428571429,0.733333333333333,0.176190476190476,0.147619047619048
"33","A-004","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,18,"Entertainment",1,52,"Social",N/A,48,"Productivity & Finance",N/A,38,"Creativity",N/A,26,"Information & Reading",N/A,13,146,206,4.3,0.266666666666667,N/A,N/A,N/A,N/A
"34","A-004","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,18,"Entertainment",1,52,"Social",N/A,48,"Productivity & Finance",N/A,38,"Creativity",N/A,26,"Information & Reading",N/A,13,146,206,4.3,0.266666666666667,N/A,N/A,N/A,N/A
"35","A-004","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,18,"Entertainment",1,52,"Social",N/A,48,"Productivity & Finance",N/A,38,"Creativity",N/A,26,"Information & Reading",N/A,13,146,206,4.3,0.266666666666667,N/A,N/A,N/A,N/A
"36","A-004","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,18,"Entertainment",1,52,"Social",N/A,48,"Productivity & Finance",N/A,38,"Creativity",N/A,26,"Information & Reading",N/A,13,146,206,4.3,0.266666666666667,N/A,N/A,N/A,N/A
"37","A-013","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,34,"Social",23,55,"Productivity & Finance",1,37,"Creativity",0,36,"Entertainment",0,23,"Education",0,22,100,348,3.56666666666667,3.41666666666667,0.230952380952381,0.0857142857142857,0.0547619047619048,0.0523809523809524
"38","A-013","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,34,"Social",23,55,"Productivity & Finance",1,37,"Creativity",0,36,"Entertainment",0,23,"Education",0,22,100,348,3.56666666666667,3.41666666666667,0.230952380952381,0.0857142857142857,0.0547619047619048,0.0523809523809524
"39","A-013","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,34,"Social",23,55,"Productivity & Finance",1,37,"Creativity",0,36,"Entertainment",0,23,"Education",0,22,100,348,3.56666666666667,3.41666666666667,0.230952380952381,0.0857142857142857,0.0547619047619048,0.0523809523809524
"40","A-013","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,34,"Social",23,55,"Productivity & Finance",1,37,"Creativity",0,36,"Entertainment",0,23,"Education",0,22,100,348,3.56666666666667,3.41666666666667,0.230952380952381,0.0857142857142857,0.0547619047619048,0.0523809523809524
"41","A-020","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,40,"Social",2,N/A,"Facebook ",2,N/A,"Social",2,N/A,"Snapchat ",1,N/A,"Mail",1,N/A,83,67,6.66666666666667,N/A,N/A,N/A,N/A,N/A
"42","A-020","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,40,"Social",2,N/A,"Facebook ",2,N/A,"Social",2,N/A,"Snapchat ",1,N/A,"Mail",1,N/A,83,67,6.66666666666667,N/A,N/A,N/A,N/A,N/A
"43","A-020","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,40,"Social",2,N/A,"Facebook ",2,N/A,"Social",2,N/A,"Snapchat ",1,N/A,"Mail",1,N/A,83,67,6.66666666666667,N/A,N/A,N/A,N/A,N/A
"44","A-025","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,39,"Social",10,15,"Productivity & Finance",1,38,"Other",1,6,"Travel",0,28,"Information & Reading",0,18,106,57,3.65,1.46428571428571,0.233333333333333,0.157142857142857,0.0666666666666667,0.0428571428571429
"45","A-025","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,39,"Social",10,15,"Productivity & Finance",1,38,"Other",1,6,"Travel",0,28,"Information & Reading",0,18,106,57,3.65,1.46428571428571,0.233333333333333,0.157142857142857,0.0666666666666667,0.0428571428571429
"46","A-025","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,39,"Social",10,15,"Productivity & Finance",1,38,"Other",1,6,"Travel",0,28,"Information & Reading",0,18,106,57,3.65,1.46428571428571,0.233333333333333,0.157142857142857,0.0666666666666667,0.0428571428571429
"47","A-025","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,39,"Social",10,15,"Productivity & Finance",1,38,"Other",1,6,"Travel",0,28,"Information & Reading",0,18,106,57,3.65,1.46428571428571,0.233333333333333,0.157142857142857,0.0666666666666667,0.0428571428571429
"48","A-035","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",9,50,"Social",42,19,"Entertainment",9,26,"Information & Reading",3,28,"Other ",2,3,"Productivity",2,2,178,234,9.83333333333333,6.0452380952381,1.34761904761905,0.495238095238095,0.292857142857143,0.29047619047619
"49","A-035","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",9,50,"Social",42,19,"Entertainment",9,26,"Information & Reading",3,28,"Other ",2,3,"Productivity",2,2,178,234,9.83333333333333,6.0452380952381,1.34761904761905,0.495238095238095,0.292857142857143,0.29047619047619
"50","A-035","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",9,50,"Social",42,19,"Entertainment",9,26,"Information & Reading",3,28,"Other ",2,3,"Productivity",2,2,178,234,9.83333333333333,6.0452380952381,1.34761904761905,0.495238095238095,0.292857142857143,0.29047619047619
"51","A-035","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",9,50,"Social",42,19,"Entertainment",9,26,"Information & Reading",3,28,"Other ",2,3,"Productivity",2,2,178,234,9.83333333333333,6.0452380952381,1.34761904761905,0.495238095238095,0.292857142857143,0.29047619047619
"52","A-035","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",9,50,"Social",42,19,"Entertainment",9,26,"Information & Reading",3,28,"Other ",2,3,"Productivity",2,2,178,234,9.83333333333333,6.0452380952381,1.34761904761905,0.495238095238095,0.292857142857143,0.29047619047619
"53","A-027","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,33,"Social",N/A,44,"Creativity",1,5,"Games",N/A,14,"Information & Reading",N/A,4,"Entertainment",N/A,56,90,322,3.55,N/A,0.154761904761905,N/A,N/A,N/A
"54","A-027","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,33,"Social",N/A,44,"Creativity",1,5,"Games",N/A,14,"Information & Reading",N/A,4,"Entertainment",N/A,56,90,322,3.55,N/A,0.154761904761905,N/A,N/A,N/A
"55","A-027","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",3,33,"Social",N/A,44,"Creativity",1,5,"Games",N/A,14,"Information & Reading",N/A,4,"Entertainment",N/A,56,90,322,3.55,N/A,0.154761904761905,N/A,N/A,N/A
"56","A-024","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,23,"Social",25,33,"Entertainment",1,22,"Travel",1,5,"Education",N/A,50,"Information & Reading",N/A,41,183,202,5.38333333333333,3.65,0.195238095238095,0.154761904761905,N/A,N/A
"57","A-024","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,23,"Social",25,33,"Entertainment",1,22,"Travel",1,5,"Education",N/A,50,"Information & Reading",N/A,41,183,202,5.38333333333333,3.65,0.195238095238095,0.154761904761905,N/A,N/A
"58","A-024","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,23,"Social",25,33,"Entertainment",1,22,"Travel",1,5,"Education",N/A,50,"Information & Reading",N/A,41,183,202,5.38333333333333,3.65,0.195238095238095,0.154761904761905,N/A,N/A
"59","A-024","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,23,"Social",25,33,"Entertainment",1,22,"Travel",1,5,"Education",N/A,50,"Information & Reading",N/A,41,183,202,5.38333333333333,3.65,0.195238095238095,0.154761904761905,N/A,N/A
"60","A-024","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,23,"Social",25,33,"Entertainment",1,22,"Travel",1,5,"Education",N/A,50,"Information & Reading",N/A,41,183,202,5.38333333333333,3.65,0.195238095238095,0.154761904761905,N/A,N/A
"61","A-028","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,17,"Social",20,5,"Entertainment",3,36,"Travel",2,14,"Creativity",0,49,"Productivity & Finance",0,29,240,231,5.28333333333333,2.86904761904762,0.514285714285714,0.319047619047619,0.116666666666667,0.069047619047619
"62","A-028","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,17,"Social",20,5,"Entertainment",3,36,"Travel",2,14,"Creativity",0,49,"Productivity & Finance",0,29,240,231,5.28333333333333,2.86904761904762,0.514285714285714,0.319047619047619,0.116666666666667,0.069047619047619
"63","A-028","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,17,"Social",20,5,"Entertainment",3,36,"Travel",2,14,"Creativity",0,49,"Productivity & Finance",0,29,240,231,5.28333333333333,2.86904761904762,0.514285714285714,0.319047619047619,0.116666666666667,0.069047619047619
"64","A-028","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,17,"Social",20,5,"Entertainment",3,36,"Travel",2,14,"Creativity",0,49,"Productivity & Finance",0,29,240,231,5.28333333333333,2.86904761904762,0.514285714285714,0.319047619047619,0.116666666666667,0.069047619047619
"65","A-028","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,17,"Social",20,5,"Entertainment",3,36,"Travel",2,14,"Creativity",0,49,"Productivity & Finance",0,29,240,231,5.28333333333333,2.86904761904762,0.514285714285714,0.319047619047619,0.116666666666667,0.069047619047619
"66","A-028","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,17,"Social",20,5,"Entertainment",3,36,"Travel",2,14,"Creativity",0,49,"Productivity & Finance",0,29,240,231,5.28333333333333,2.86904761904762,0.514285714285714,0.319047619047619,0.116666666666667,0.069047619047619
"67","A-028","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",5,17,"Social",20,5,"Entertainment",3,36,"Travel",2,14,"Creativity",0,49,"Productivity & Finance",0,29,240,231,5.28333333333333,2.86904761904762,0.514285714285714,0.319047619047619,0.116666666666667,0.069047619047619
"68","A-026","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,10,"Social",27,6,"Utilities ",5,16,"Travel",2,40,"Other",2,12,"Productivity & Finance",1,33,93,187,6.16666666666667,3.87142857142857,0.752380952380952,0.380952380952381,0.314285714285714,0.221428571428571
"69","A-026","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,10,"Social",27,6,"Utilities ",5,16,"Travel",2,40,"Other",2,12,"Productivity & Finance",1,33,93,187,6.16666666666667,3.87142857142857,0.752380952380952,0.380952380952381,0.314285714285714,0.221428571428571
"70","A-026","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,10,"Social",27,6,"Utilities ",5,16,"Travel",2,40,"Other",2,12,"Productivity & Finance",1,33,93,187,6.16666666666667,3.87142857142857,0.752380952380952,0.380952380952381,0.314285714285714,0.221428571428571
"71","A-026","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,10,"Social",27,6,"Utilities ",5,16,"Travel",2,40,"Other",2,12,"Productivity & Finance",1,33,93,187,6.16666666666667,3.87142857142857,0.752380952380952,0.380952380952381,0.314285714285714,0.221428571428571
"72","A-026","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,10,"Social",27,6,"Utilities ",5,16,"Travel",2,40,"Other",2,12,"Productivity & Finance",1,33,93,187,6.16666666666667,3.87142857142857,0.752380952380952,0.380952380952381,0.314285714285714,0.221428571428571
"73","A-026","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,10,"Social",27,6,"Utilities ",5,16,"Travel",2,40,"Other",2,12,"Productivity & Finance",1,33,93,187,6.16666666666667,3.87142857142857,0.752380952380952,0.380952380952381,0.314285714285714,0.221428571428571
"74",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"75",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"76",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"77",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"78",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"79",N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
"80","A-032","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,23,"Social",3,6,"Entertainment",3,12,"Education",1,5,"Travel ",0,45,"Productivity & Finance ",0,15,85,97,8.38333333333333,0.442857142857143,0.457142857142857,0.154761904761905,0.107142857142857,0.0357142857142857
"81","A-032","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,23,"Social",3,6,"Entertainment",3,12,"Education",1,5,"Travel ",0,45,"Productivity & Finance ",0,15,85,97,8.38333333333333,0.442857142857143,0.457142857142857,0.154761904761905,0.107142857142857,0.0357142857142857
"82","A-032","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,23,"Social",3,6,"Entertainment",3,12,"Education",1,5,"Travel ",0,45,"Productivity & Finance ",0,15,85,97,8.38333333333333,0.442857142857143,0.457142857142857,0.154761904761905,0.107142857142857,0.0357142857142857
"83","A-032","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",8,23,"Social",3,6,"Entertainment",3,12,"Education",1,5,"Travel ",0,45,"Productivity & Finance ",0,15,85,97,8.38333333333333,0.442857142857143,0.457142857142857,0.154761904761905,0.107142857142857,0.0357142857142857
"84","A-022","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,22,"Entertainment",1,15,"Social",1,10,"Finance ",1,5,"Social",0,50,"Travel",N/A,2,67,78,4.36666666666667,0.178571428571429,0.166666666666667,0.154761904761905,0.119047619047619,N/A
"85","A-022","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,22,"Entertainment",1,15,"Social",1,10,"Finance ",1,5,"Social",0,50,"Travel",N/A,2,67,78,4.36666666666667,0.178571428571429,0.166666666666667,0.154761904761905,0.119047619047619,N/A
"86","A-022","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,22,"Entertainment",1,15,"Social",1,10,"Finance ",1,5,"Social",0,50,"Travel",N/A,2,67,78,4.36666666666667,0.178571428571429,0.166666666666667,0.154761904761905,0.119047619047619,N/A
"87","A-022","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,22,"Entertainment",1,15,"Social",1,10,"Finance ",1,5,"Social",0,50,"Travel",N/A,2,67,78,4.36666666666667,0.178571428571429,0.166666666666667,0.154761904761905,0.119047619047619,N/A
"88","A-022","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",4,22,"Entertainment",1,15,"Social",1,10,"Finance ",1,5,"Social",0,50,"Travel",N/A,2,67,78,4.36666666666667,0.178571428571429,0.166666666666667,0.154761904761905,0.119047619047619,N/A
"89","A-034","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",2,31,"Books",3,18,"Messages",2,20,"Camera",1,16,"Ecosia",1,15,"Canvas",0,55,84,120,2.51666666666667,0.471428571428571,0.333333333333333,0.180952380952381,0.178571428571429,0.130952380952381
"90","A-034","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",2,31,"Books",3,18,"Messages",2,20,"Camera",1,16,"Ecosia",1,15,"Canvas",0,55,84,120,2.51666666666667,0.471428571428571,0.333333333333333,0.180952380952381,0.178571428571429,0.130952380952381
"91","A-034","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",2,31,"Books",3,18,"Messages",2,20,"Camera",1,16,"Ecosia",1,15,"Canvas",0,55,84,120,2.51666666666667,0.471428571428571,0.333333333333333,0.180952380952381,0.178571428571429,0.130952380952381
"92","A-030","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,53,"Google Maps  ",4,18,"Instagram ",2,46,"Google",2,22,"Spotify ",2,17,"Zoom",1,26,140,261,6.88333333333333,0.614285714285714,0.395238095238095,0.338095238095238,0.326190476190476,0.204761904761905
"93","A-030","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,53,"Google Maps  ",4,18,"Instagram ",2,46,"Google",2,22,"Spotify ",2,17,"Zoom",1,26,140,261,6.88333333333333,0.614285714285714,0.395238095238095,0.338095238095238,0.326190476190476,0.204761904761905
"94","A-030","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,53,"Google Maps  ",4,18,"Instagram ",2,46,"Google",2,22,"Spotify ",2,17,"Zoom",1,26,140,261,6.88333333333333,0.614285714285714,0.395238095238095,0.338095238095238,0.326190476190476,0.204761904761905
"95","A-030","One Week Post-Exposure","Yes, I have a smartphone with me.","iPhone",6,53,"Google Maps  ",4,18,"Instagram ",2,46,"Google",2,22,"Spotify ",2,17,"Zoom",1,26,140,261,6.88333333333333,0.614285714285714,0.395238095238095,0.338095238095238,0.326190476190476,0.204761904761905
